Date,Region T,Point T,Baikal T,Baikal excluded T,South Baikal T,South Baikal excluded T,Near upwelling T
2010-06-19,2.3986684666261784,2.0399547046606585,0.562940785529333,0.48228271308591764,1.2499180414200415,1.183865935869512,2.472726709844035
2010-07-04,5.802456108466012,5.651941495768142,5.0169186532738035,4.9507223437631245,5.0234668564799945,4.957540472349653,6.036550117170804
2010-07-20,5.804227060328728,5.287021607500947,2.7226301252682066,2.4619204987026517,2.7416020876103437,2.481533005387509,6.269173226920668
2010-08-14,9.396137881196005,11.046581594426357,7.632851556710985,7.552495334282066,6.961332187928247,6.820509514828396,9.5598544263691
2010-08-21,11.642383791117576,11.145873825905596,11.14842815043379,11.105973363048552,11.146384603540467,11.10367018765159,11.358790698511884
2010-08-22,10.063465867908816,9.054873240816505,10.611530820782484,10.635763898136117,10.516471589982395,10.542542460105409,10.316731825741236
2010-08-29,11.57284924595953,11.509586184511306,11.785790038305018,11.801884662284861,11.78637195126736,11.802539556327206,11.019123643968516
2010-08-30,12.640651198580237,12.63494406003582,11.955881544971632,11.924758814963143,11.82285773461007,11.775719495321653,12.49978336187297
2010-09-06,8.843736249651418,9.513010871441793,9.727378140276105,9.80515894587445,9.727897629676555,9.805778354783255,8.560012730384713
2010-09-07,1.6103682712974496,-0.9303882080078552,2.056777676805991,2.0766285294898412,2.218977445410184,2.254038013403346,1.8363240845662987
2010-09-23,9.267706969657372,,9.076407126273253,9.067863365665401,8.907597835603202,8.886867722997833,8.967956101062631
2010-10-01,6.926379434528063,6.845639693193789,6.98689145752746,6.989627404228373,6.973725212821897,6.976432062204112,7.236522029801515
2010-10-09,5.296494796787742,5.647816027511908,4.4649718012299004,4.428482139034599,5.180687568505618,5.174026359148372,5.628164718089656
2010-10-16,5.459663027273104,5.366061397544854,1.1986678587381447,0.890531968587252,1.1596364230473226,0.8454635772706277,5.6483662431615835
2010-10-25,4.125535353557434,5.366061397544854,3.8993274521635124,3.889395988750828,3.851845319220895,3.8360645453809017,4.366441722279673
2010-11-01,4.593951395782212,5.037980374869562,4.213479094897293,4.186280367481198,4.2218952430095396,4.194955796589777,4.235186464056275
